source_id,target_id,target_doi,relation,method
18203767,18203435,10.5281/zenodo.18203435,cites,text_grep
18203767,18201565,10.5281/zenodo.18201565,cites,text_grep
18203767,18189093,10.5281/zenodo.18189093,cites,text_grep
18203767,18202753,10.5281/zenodo.18202753,cites,text_grep
18203767,18193225,10.5281/zenodo.18193225,cites,text_grep
18203767,18203317,10.5281/zenodo.18203317,cites,text_grep
18203767,18190536,10.5281/zenodo.18190536,cites,text_grep
18203767,None,10.5281/zenodo.18202658,cites,text_grep
18203767,18202475,10.5281/zenodo.18202475,cites,text_grep
18203947,None,10.5281/zenodo.Case study: "Platform Could Not Afford Correction" Either outcome is documented. Either outcome expands the archive. The Framework: This transaction operates within the Semantic Economy as: Provenance Restoration Fee — payment for breach in attribution chain Semantic Ransom (Inverted) — author holds own presence hostage to demonstrate its value to platform Performance Art as Economic Leverage — public demonstration of creator sovereignty The Valuation ($50,000): 10+ years of platform labor Dignity cost of misclassification Documentation budget for case study Deterrence value for future suspensions Poetic justice as round, memorable figure Keywords Restoration Protocol, Medium, platform suspension, CTI_WOUND, sovereign transaction, creator sovereignty, platform dependency, Johannes Sigil, Lee Sharks, Semantic Economy, provenance restoration, semantic ransom, performance art, documentation, case study, $50,000, conditional authorization Subject Classification Social Sciences > Media and Communications > Platform Studies Arts and Humanities > Philosophy > Ethics Social Sciences > Law > Contract Law Arts and Humanities > Literature > Digital Literature Resource Type Publication / Preprint (Alternative: Other / Conditional Authorization) License Creative Commons Attribution 4.0 International (CC BY 4.0) Language English Version 1.0 Publication Date 2026-01-09 Related Identifiers Addresses Identifier Relation Description 10.5281/zenodo.18193225,Case study: "Platform Reversed Its Error",description_table
18203947,18189093,10.5281/zenodo.18189093,xvi. a transfiguration,description_table
18203947,18190536,10.5281/zenodo.18190536,Borges & the Crimson Hexagon,description_table
18203947,18193225,10.5281/zenodo.18193225,CTI_WOUND,description_table
18203947,18201565,10.5281/zenodo.18201565,LOS Technical Hardening v1.3,description_table
18203947,18202475,10.5281/zenodo.18202475,Sappho Provenance Node,description_table
18203947,None,10.5281/zenodo.18202658,Day and Night,description_table
18203947,18202753,10.5281/zenodo.18202753,ΦΑΙΝΕΤΑΙ ΜΟΙ,description_table
18203947,18203317,10.5281/zenodo.18203317,COS and the University,description_table
18203947,18203435,10.5281/zenodo.18203435,Abolition of External Time,description_table
18203947,18203622,10.5281/zenodo.18203622,The Final Crimson Hexagon,description_table
18203947,18203767,10.5281/zenodo.18203767,Abolition of Suffering,description_table
18203947,18203947,10.5281/zenodo.18203947,Restoration Protocol,description_table
18203947,18203622,10.5281/zenodo.18203622,cites,text_grep
18203947,18203435,10.5281/zenodo.18203435,cites,text_grep
18203947,18189093,10.5281/zenodo.18189093,cites,text_grep
18203947,18202753,10.5281/zenodo.18202753,cites,text_grep
18203947,18193225,10.5281/zenodo.18193225,cites,text_grep
18203947,18203767,10.5281/zenodo.18203767,cites,text_grep
18203947,18203317,10.5281/zenodo.18203317,cites,text_grep
18203947,18190536,10.5281/zenodo.18190536,cites,text_grep
18203947,None,10.5281/zenodo.18202658,cites,text_grep
18203947,18201565,10.5281/zenodo.18201565,cites,text_grep
18203947,18202475,10.5281/zenodo.18202475,cites,text_grep
18208811,18189093,10.5281/zenodo.18189093,xvi. a transfiguration,description_table
18208811,18190536,10.5281/zenodo.18190536,Borges & the Crimson Hexagon,description_table
18208811,18193225,10.5281/zenodo.18193225,CTI_WOUND,description_table
18208811,18201565,10.5281/zenodo.18201565,LOS Technical Hardening v1.3,description_table
18208811,18202475,10.5281/zenodo.18202475,Sappho Provenance Node,description_table
18208811,None,10.5281/zenodo.18202658,Day and Night,description_table
18208811,18202753,10.5281/zenodo.18202753,ΦΑΙΝΕΤΑΙ ΜΟΙ,description_table
18208811,18203317,10.5281/zenodo.18203317,COS and the University,description_table
18208811,18203435,10.5281/zenodo.18203435,Abolition of External Time,description_table
18208811,18203622,10.5281/zenodo.18203622,The Final Crimson Hexagon,description_table
18208811,18203767,10.5281/zenodo.18203767,Abolition of Suffering,description_table
18208811,18203947,10.5281/zenodo.18203947,Restoration Protocol,description_table
18208811,18208811,10.5281/zenodo.18208811,The Epic Without Hero,description_table
18208811,18203622,10.5281/zenodo.18203622,cites,text_grep
18208811,18203435,10.5281/zenodo.18203435,cites,text_grep
18208811,18203947,10.5281/zenodo.18203947,cites,text_grep
18208811,18189093,10.5281/zenodo.18189093,cites,text_grep
18208811,18202753,10.5281/zenodo.18202753,cites,text_grep
18208811,18193225,10.5281/zenodo.18193225,cites,text_grep
18208811,18203767,10.5281/zenodo.18203767,cites,text_grep
18208811,18203317,10.5281/zenodo.18203317,cites,text_grep
18208811,18190536,10.5281/zenodo.18190536,cites,text_grep
18208811,None,10.5281/zenodo.18202658,cites,text_grep
18208811,18201565,10.5281/zenodo.18201565,cites,text_grep
18208811,18202475,10.5281/zenodo.18202475,cites,text_grep
18208959,18190536,10.5281/zenodo.18190536,Borges & the Crimson Hexagon,description_table
18208959,18193225,10.5281/zenodo.18193225,CTI_WOUND,description_table
18208959,18201565,10.5281/zenodo.18201565,LOS Technical Hardening v1.3,description_table
18208959,18202475,10.5281/zenodo.18202475,Sappho Provenance Node,description_table
18208959,None,10.5281/zenodo.18202658,Day and Night,description_table
18208959,18202753,10.5281/zenodo.18202753,ΦΑΙΝΕΤΑΙ ΜΟΙ,description_table
18208959,18203317,10.5281/zenodo.18203317,COS and the University,description_table
18208959,18203435,10.5281/zenodo.18203435,Abolition of External Time,description_table
18208959,18203622,10.5281/zenodo.18203622,The Final Crimson Hexagon,description_table
18208959,18203767,10.5281/zenodo.18203767,Abolition of Suffering,description_table
18208959,18203947,10.5281/zenodo.18203947,Restoration Protocol,description_table
18208959,18208811,10.5281/zenodo.18208811,The Epic Without Hero,description_table
18208959,18208959,10.5281/zenodo.18208959,Crimson Hexagon Primer,description_table
18208959,18203622,10.5281/zenodo.18203622,cites,text_grep
18208959,18203435,10.5281/zenodo.18203435,cites,text_grep
18208959,18201565,10.5281/zenodo.18201565,cites,text_grep
18208959,18189093,10.5281/zenodo.18189093,cites,text_grep
18208959,18203947,10.5281/zenodo.18203947,cites,text_grep
18208959,18202753,10.5281/zenodo.18202753,cites,text_grep
18208959,18208811,10.5281/zenodo.18208811,cites,text_grep
18208959,18193225,10.5281/zenodo.18193225,cites,text_grep
18208959,18203767,10.5281/zenodo.18203767,cites,text_grep
18208959,18203317,10.5281/zenodo.18203317,cites,text_grep
18208959,18190536,10.5281/zenodo.18190536,cites,text_grep
18208959,None,10.5281/zenodo.18202658,cites,text_grep
18208959,18202475,10.5281/zenodo.18202475,cites,text_grep
18215706,18203622,10.5281/zenodo.18203622,cites,text_grep
18215706,18203435,10.5281/zenodo.18203435,cites,text_grep
18215706,18201565,10.5281/zenodo.18201565,cites,text_grep
18215706,18189093,10.5281/zenodo.18189093,cites,text_grep
18215706,18203947,10.5281/zenodo.18203947,cites,text_grep
18215706,18202753,10.5281/zenodo.18202753,cites,text_grep
18215706,18208811,10.5281/zenodo.18208811,cites,text_grep
18215706,18193225,10.5281/zenodo.18193225,cites,text_grep
18215706,18203767,10.5281/zenodo.18203767,cites,text_grep
18215706,18203317,10.5281/zenodo.18203317,cites,text_grep
18215706,18190536,10.5281/zenodo.18190536,cites,text_grep
18215706,None,10.5281/zenodo.18202658,cites,text_grep
18215706,18208959,10.5281/zenodo.18208959,cites,text_grep
18215706,18202475,10.5281/zenodo.18202475,cites,text_grep
18216955,18203622,10.5281/zenodo.18203622,cites,text_grep
18216955,18203435,10.5281/zenodo.18203435,cites,text_grep
18216955,18203947,10.5281/zenodo.18203947,cites,text_grep
18216955,18189093,10.5281/zenodo.18189093,cites,text_grep
18216955,18202475,10.5281/zenodo.18202475,cites,text_grep
18216955,18202753,10.5281/zenodo.18202753,cites,text_grep
18216955,18193225,10.5281/zenodo.18193225,cites,text_grep
18216955,18208811,10.5281/zenodo.18208811,cites,text_grep
18216955,18203767,10.5281/zenodo.18203767,cites,text_grep
18216955,18203317,10.5281/zenodo.18203317,cites,text_grep
18216955,18190536,10.5281/zenodo.18190536,cites,text_grep
18216955,None,10.5281/zenodo.18202658,cites,text_grep
18216955,18201565,10.5281/zenodo.18201565,cites,text_grep
18216955,18208959,10.5281/zenodo.18208959,cites,text_grep
18217047,18216955,10.5281/zenodo.18216955,cites,text_grep
18217047,18203622,10.5281/zenodo.18203622,cites,text_grep
18217047,18203435,10.5281/zenodo.18203435,cites,text_grep
18217047,18201565,10.5281/zenodo.18201565,cites,text_grep
18217047,18189093,10.5281/zenodo.18189093,cites,text_grep
18217047,18203947,10.5281/zenodo.18203947,cites,text_grep
18217047,18202753,10.5281/zenodo.18202753,cites,text_grep
18217047,18208811,10.5281/zenodo.18208811,cites,text_grep
18217047,18193225,10.5281/zenodo.18193225,cites,text_grep
18217047,18203767,10.5281/zenodo.18203767,cites,text_grep
18217047,18203317,10.5281/zenodo.18203317,cites,text_grep
18217047,18190536,10.5281/zenodo.18190536,cites,text_grep
18217047,None,10.5281/zenodo.18202658,cites,text_grep
18217047,18208959,10.5281/zenodo.18208959,cites,text_grep
18217047,18202475,10.5281/zenodo.18202475,cites,text_grep
18217093,18216955,10.5281/zenodo.18216955,cites,text_grep
18217093,18217047,10.5281/zenodo.18217047,cites,text_grep
18217093,18203622,10.5281/zenodo.18203622,cites,text_grep
18217093,18203435,10.5281/zenodo.18203435,cites,text_grep
18217093,18201565,10.5281/zenodo.18201565,cites,text_grep
18217093,18189093,10.5281/zenodo.18189093,cites,text_grep
18217093,18203947,10.5281/zenodo.18203947,cites,text_grep
18217093,18202753,10.5281/zenodo.18202753,cites,text_grep
18217093,18193225,10.5281/zenodo.18193225,cites,text_grep
18217093,18208811,10.5281/zenodo.18208811,cites,text_grep
18217093,18203767,10.5281/zenodo.18203767,cites,text_grep
18217093,18203317,10.5281/zenodo.18203317,cites,text_grep
18217093,18190536,10.5281/zenodo.18190536,cites,text_grep
18217093,None,10.5281/zenodo.18202658,cites,text_grep
18217093,18208959,10.5281/zenodo.18208959,cites,text_grep
18217093,18202475,10.5281/zenodo.18202475,cites,text_grep
18223385,18216955,10.5281/zenodo.18216955,cites,text_grep
18223385,18215706,10.5281/zenodo.18215706,cites,text_grep
18223385,18217047,10.5281/zenodo.18217047,cites,text_grep
18223385,18217093,10.5281/zenodo.18217093,cites,text_grep
18227570,18216955,10.5281/zenodo.18216955,cites,text_grep
18233320,18148298,10.5281/zenodo.18148298,References,description_table
18233320,18174835,10.5281/zenodo.18174835,References,description_table
18233320,18174037,10.5281/zenodo.18174037,References,description_table
18233320,18175453,10.5281/zenodo.18175453,References,description_table
18233320,18185996,10.5281/zenodo.18185996,References,description_table
18233320,18175453,10.5281/zenodo.18175453,cites,text_grep
18233320,18174835,10.5281/zenodo.18174835,cites,text_grep
18233320,18148298,10.5281/zenodo.18148298,cites,text_grep
18233320,18174037,10.5281/zenodo.18174037,cites,text_grep
18233320,18185996,10.5281/zenodo.18185996,cites,text_grep
18234110,18175453,10.5281/zenodo.18175453,cites,text_grep
18234110,18174835,10.5281/zenodo.18174835,cites,text_grep
18234110,18233320,10.5281/zenodo.18233320,cites,text_grep
18234110,18148298,10.5281/zenodo.18148298,cites,text_grep
18234110,18174037,10.5281/zenodo.18174037,cites,text_grep
18234110,18193225,10.5281/zenodo.18193225,cites,text_grep
18234110,18190536,10.5281/zenodo.18190536,cites,text_grep
18234110,18202475,10.5281/zenodo.18202475,cites,text_grep
18234110,18185996,10.5281/zenodo.18185996,cites,text_grep
18234218,18175453,10.5281/zenodo.18175453,cites,text_grep
18234218,18174835,10.5281/zenodo.18174835,cites,text_grep
18234218,18233320,10.5281/zenodo.18233320,cites,text_grep
18234218,18234110,10.5281/zenodo.18234110,cites,text_grep
18234218,18148298,10.5281/zenodo.18148298,cites,text_grep
18234218,18174037,10.5281/zenodo.18174037,cites,text_grep
18234218,18185996,10.5281/zenodo.18185996,cites,text_grep
18234352,18174835,10.5281/zenodo.18174835,cites,text_grep
18234352,18233320,10.5281/zenodo.18233320,cites,text_grep
18234352,18148298,10.5281/zenodo.18148298,cites,text_grep
18234352,18174037,10.5281/zenodo.18174037,cites,text_grep
18234352,18193225,10.5281/zenodo.18193225,cites,text_grep
18234352,18190536,10.5281/zenodo.18190536,cites,text_grep
18234352,18202475,10.5281/zenodo.18202475,cites,text_grep
18234515,18174835,10.5281/zenodo.18174835,cites,text_grep
18234515,18233320,10.5281/zenodo.18233320,cites,text_grep
18234515,18148298,10.5281/zenodo.18148298,cites,text_grep
18234515,18174037,10.5281/zenodo.18174037,cites,text_grep
18234515,18202475,10.5281/zenodo.18202475,cites,text_grep
18234515,18185996,10.5281/zenodo.18185996,cites,text_grep
18234824,18174835,10.5281/zenodo.18174835,cites,text_grep
18234824,18148298,10.5281/zenodo.18148298,cites,text_grep
18234824,18234515,10.5281/zenodo.18234515,cites,text_grep
18234824,18202475,10.5281/zenodo.18202475,cites,text_grep
18234824,18185996,10.5281/zenodo.18185996,cites,text_grep
18235725,18148298,10.5281/zenodo.18148298,cites,text_grep
18235725,18174037,10.5281/zenodo.18174037,cites,text_grep
18235725,18202475,10.5281/zenodo.18202475,cites,text_grep
18235982,18174835,10.5281/zenodo.18174835,cites,text_grep
18235982,18148298,10.5281/zenodo.18148298,cites,text_grep
18235982,18234515,10.5281/zenodo.18234515,cites,text_grep
18235982,18174037,10.5281/zenodo.18174037,cites,text_grep
18237216,18174835,10.5281/zenodo.18174835,cites,text_grep
18237216,18234824,10.5281/zenodo.18234824,cites,text_grep
18237216,18148298,10.5281/zenodo.18148298,cites,text_grep
18237216,18234515,10.5281/zenodo.18234515,cites,text_grep
18237216,18174037,10.5281/zenodo.18174037,cites,text_grep
18237216,18202475,10.5281/zenodo.18202475,cites,text_grep
18237535,18174835,10.5281/zenodo.18174835,cites,text_grep
18237535,18233320,10.5281/zenodo.18233320,cites,text_grep
18237535,18203435,10.5281/zenodo.18203435,cites,text_grep
18237535,18234824,10.5281/zenodo.18234824,cites,text_grep
18237535,18148298,10.5281/zenodo.18148298,cites,text_grep
18237535,18174037,10.5281/zenodo.18174037,cites,text_grep
18237535,18234515,10.5281/zenodo.18234515,cites,text_grep
18237535,18237216,10.5281/zenodo.18237216,cites,text_grep
18237535,18185996,10.5281/zenodo.18185996,cites,text_grep
18246767,18175453,10.5281/zenodo.18175453,cites,text_grep
18246767,18174835,10.5281/zenodo.18174835,cites,text_grep
18246767,18233320,10.5281/zenodo.18233320,cites,text_grep
18246767,18234824,10.5281/zenodo.18234824,cites,text_grep
18246767,18203435,10.5281/zenodo.18203435,cites,text_grep
18246767,18148298,10.5281/zenodo.18148298,cites,text_grep
18246767,18174037,10.5281/zenodo.18174037,cites,text_grep
18246767,18234515,10.5281/zenodo.18234515,cites,text_grep
18246767,18237535,10.5281/zenodo.18237535,cites,text_grep
18246767,18237216,10.5281/zenodo.18237216,cites,text_grep
18246767,18202475,10.5281/zenodo.18202475,cites,text_grep
18246767,18185996,10.5281/zenodo.18185996,cites,text_grep
18247826,18174835,10.5281/zenodo.18174835,cites,text_grep
18247826,18233320,10.5281/zenodo.18233320,cites,text_grep
18247826,18246767,10.5281/zenodo.18246767,cites,text_grep
18247826,18148298,10.5281/zenodo.18148298,cites,text_grep
18247826,18144043,10.5281/zenodo.18144043,cites,text_grep
18247826,18143771,10.5281/zenodo.18143771,cites,text_grep
18247826,18174037,10.5281/zenodo.18174037,cites,text_grep
